Type,Category,Region,Attack on
Explosive Hazard,Unknown Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Non-Combat Event,Demonstration,RC SOUTH,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Detainee Operations,Detained,RC SOUTH,UNKNOWN
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,Turn In,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Enemy Action,Direct Fire,RC WEST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC WEST,ENEMY
Explosive Hazard,IED Found/Cleared,RC WEST,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,MEDEVAC (Local National),RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Friendly Action,Attack,RC SOUTH,FRIEND
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC WEST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC SOUTH,FRIEND
Detainee Operations,Detained,RC SOUTH,UNKNOWN
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Indirect Fire,RC EAST,FRIEND
Friendly Action,Indirect Fire,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Detainee Operations,Transfer,RC EAST,UNKNOWN
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Attack,RC EAST,ENEMY
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,MEDCAP,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Non-Combat Event,Project Closeout,RC EAST,NEUTRAL
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Other (Hostile Action),RC SOUTH,ENEMY
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Friendly Action,MEDEVAC,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Explosive Hazard,Turn In,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Detainee Operations,Detained,RC SOUTH,UNKNOWN
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC CAPITAL,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED False,RC CAPITAL,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,UNKNOWN,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,UNEXPLODED ORDNANCE,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Detainee Operations,Released,RC EAST,UNKNOWN
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC CAPITAL,ENEMY
Other,Planned Event,RC SOUTH,NEUTRAL
Explosive Hazard,Turn In,RC EAST,ENEMY
Enemy Action,Attack,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC CAPITAL,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Explosive Hazard,Turn In,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Enemy Action,Attack,RC EAST,ENEMY
Explosive Hazard,Premature Detonation,RC NORTH,ENEMY
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Friendly Action,MEDEVAC,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Other (Hostile Action),RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Other,Other,RC SOUTH,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,Other,RC EAST,NEUTRAL
Enemy Action,Indirect Fire,RC EAST,ENEMY
Non-Combat Event,Meeting - Security,RC WEST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Detainee Operations,Detained,RC EAST,UNKNOWN
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC NORTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Detainee Operations,Detained,RC SOUTH,UNKNOWN
Friendly Action,Indirect Fire,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Detainee Operations,Detained,RC EAST,UNKNOWN
Explosive Hazard,IED Explosion,RC CAPITAL,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Detainee Operations,Detained,RC EAST,UNKNOWN
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC CAPITAL,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Turn In,UNKNOWN,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Detainee Operations,Detained,RC SOUTH,UNKNOWN
Detainee Operations,Detained,RC SOUTH,UNKNOWN
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Friendly Action,Cache Found/Cleared,UNKNOWN,FRIEND
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC WEST,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Enemy Action,SAFIRE,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Friendly Action,MEDEVAC,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Friendly Action,Other,RC SOUTH,FRIEND
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED False,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,MEDEVAC (Local National),RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Detainee Operations,Transfer,RC EAST,UNKNOWN
Non-Combat Event,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Other,RC SOUTH,FRIEND
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Friendly Action,MEDEVAC,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,Other (Hostile Action),RC WEST,FRIEND
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC SOUTH,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC SOUTH,FRIEND
Friendly Action,Other,RC SOUTH,FRIEND
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Enemy Action,Indirect Fire,RC EAST,ENEMY
Non-Combat Event,MEDCAP,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Explosive Hazard,Premature Detonation,RC EAST,ENEMY
Friendly Action,Other,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Explosive Hazard,Turn In,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Enemy Action,Direct Fire,RC WEST,ENEMY
Friendly Action,Other,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Other (Hostile Action),RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Detainee Operations,Detained,RC SOUTH,UNKNOWN
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,Other,RC SOUTH,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC WEST,NEUTRAL
Friendly Action,MEDEVAC,RC SOUTH,FRIEND
Friendly Action,MEDEVAC,RC WEST,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Other (Hostile Action),RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Non-Combat Event,Accident,RC EAST,NEUTRAL
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC WEST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Other (Hostile Action),RC EAST,ENEMY
Detainee Operations,Detained,RC EAST,UNKNOWN
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Other,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,MEDCAP,RC WEST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Non-Combat Event,Accident,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Non-Combat Event,Accident,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,Accident,RC CAPITAL,NEUTRAL
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Friendly Action,MEDEVAC,RC EAST,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Detainee Operations,Detained,RC EAST,UNKNOWN
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC WEST,NEUTRAL
Non-Combat Event,MEDCAP,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Friendly Action,Patrol,RC EAST,FRIEND
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Project Closeout,RC EAST,NEUTRAL
Friendly Action,Other,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Non-Combat Event,Accident,RC CAPITAL,NEUTRAL
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Detainee Operations,Transfer,RC EAST,UNKNOWN
Friendly Action,MEDEVAC,RC EAST,FRIEND
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,MEDCAP,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC WEST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC CAPITAL,ENEMY
Explosive Hazard,IED False,RC EAST,ENEMY
Non-Combat Event,Accident,RC WEST,NEUTRAL
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Suspicious Incident,Surveillance,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED False,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Detainee Operations,Detained,RC SOUTH,UNKNOWN
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,Project Start,RC EAST,NEUTRAL
Explosive Hazard,IED Explosion,RC EAST,ENEMY
